hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score,inverse_verified_by_llm
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0040171,Decreased serum testosterone concentration,0.8625,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0040216,Hypoinsulinemia,0.8301,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0045014,Hypolipidemia,0.8051,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0100493,Hypoammonemia,0.8460,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0100507,Reduced blood folate concentration,0.8521,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8825,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0410245,Decreased circulating IgD concentration,0.8235,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0410289,Hypoamylasemia,0.8572,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8866,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.8960,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500132,Hypovalinemia,0.8309,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500133,Hypotyrosinemia,0.8214,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500135,Hypotryptophanemia,0.8222,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500136,Hypothreoninemia,0.8350,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500139,Hypoprolinemia,0.8228,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8976,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500141,Hypophenylalaninemia,0.8605,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500142,Hypolysinemia,0.8275,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500143,Hypoleucinemia,0.8241,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500144,Hypoisoleucinemia,0.8632,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500145,Hypohistidinemia,0.8542,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500147,Hypoglutaminemia,0.8379,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500150,Hypoglutamatemia,0.8547,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500152,Hypocystinemia,0.8414,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500154,Hypoalaninemia,0.8301,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500157,Hypoasparaginemia,0.8657,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500162,Decreased circulating carnosine concentration,0.8938,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500163,Hypoornithinemia,0.8441,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0500182,Hypotaurinemia,0.8256,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0001882,Leukopenia,0.7997,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0001888,Lymphopenia,0.7927,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0001913,Granulocytopenia,0.8207,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0001943,Hypoglycemia,0.8203,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0001988,Recurrent hypoglycemia,0.8406,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002148,Hypophosphatemia,0.8252,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002720,Decreased circulating IgA concentration,0.8811,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002850,Decreased circulating total IgM,0.8235,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002900,Hypokalemia,0.8160,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002901,Hypocalcemia,0.8355,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002902,Hyponatremia,0.8295,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002917,Hypomagnesemia,0.8388,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0002920,Decreased circulating ACTH concentration,0.8807,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003073,Hypoalbuminemia,0.8584,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003075,Hypoproteinemia,0.8213,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003113,Hypochloremia,0.8237,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003146,Hypocholesterolemia,0.7983,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8939,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003234,Decreased circulating carnitine concentration,0.9243,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003292,Decreased serum leptin,0.8939,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003351,Decreased circulating renin concentration,0.8967,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003537,Hypouricemia,0.8207,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8934,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003572,Low plasma citrulline,0.9139,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0003658,Hypomethioninemia,0.8643,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0004313,Decreased circulating antibody concentration,0.8800,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0004315,Decreased circulating IgG concentration,0.8866,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9031,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0005479,Decreased circulating IgE concentration,0.8780,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0005510,Transient erythroblastopenia,0.8370,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0005961,Hypoargininemia,0.8532,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0008163,Decreased circulating cortisol level,0.9099,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8913,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0010981,Hypolipoproteinemia,0.8396,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0011967,Decreased circulating copper concentration,0.8698,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012052,Low serum calcitriol,0.8783,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8608,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012101,Decreased serum creatinine,0.8635,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012153,Hypotriglyceridemia,0.8385,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012277,Hypoglycinemia,0.8353,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012279,Hyposerinemia,0.8196,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012417,Hypocapnia,0.7801,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0012418,Hypoxemia,0.7922,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0020222,Hypohomocysteinemia,0.8824,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8755,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9221,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0030349,Decreased circulating androgen concentration,0.8921,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0030689,Decreased glucagon level,0.8425,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0030985,Decreased serum bile acid concentration,0.9020,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0031242,Decreased circulating chylomicron concentration,0.9185,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8897,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0031794,Decreased circulating glycerol level,0.8933,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0031891,Decreased eosinophil count,0.8623,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0031969,Reduced blood urea nitrogen,0.8747,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0032098,Hypomanganesemia,0.8741,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0032210,Decreased circulating free T3,0.8826,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0032363,Decreased circulating corticosterone level,0.9083,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9286,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0033480,Hypobilirubinemia,0.8715,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034203,Decreased iduronate sulfatase level,0.8784,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034292,Reduced circulating creatine concentration,0.9014,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9071,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.9002,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9299,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.9116,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9110,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0040171,Decreased serum testosterone concentration,0.8880,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0040216,Hypoinsulinemia,0.8657,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0045014,Hypolipidemia,0.8332,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0100493,Hypoammonemia,0.8716,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0100507,Reduced blood folate concentration,0.8950,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8997,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0410245,Decreased circulating IgD concentration,0.8674,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0410289,Hypoamylasemia,0.8697,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8722,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9364,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500132,Hypovalinemia,0.8531,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500133,Hypotyrosinemia,0.8550,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500135,Hypotryptophanemia,0.8556,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500136,Hypothreoninemia,0.8702,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500139,Hypoprolinemia,0.8412,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8752,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500141,Hypophenylalaninemia,0.8628,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500142,Hypolysinemia,0.8535,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500143,Hypoleucinemia,0.8668,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500144,Hypoisoleucinemia,0.9055,t
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500145,Hypohistidinemia,0.8432,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500147,Hypoglutaminemia,0.8429,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500150,Hypoglutamatemia,0.8576,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500152,Hypocystinemia,0.8590,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500154,Hypoalaninemia,0.8491,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500157,Hypoasparaginemia,0.8794,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500162,Decreased circulating carnosine concentration,0.9270,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500163,Hypoornithinemia,0.8688,f
HP:0033155,Elevated circulating L-alloisoleucine concentration,HP:0500182,Hypotaurinemia,0.8503,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0001882,Leukopenia,0.7929,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0001888,Lymphopenia,0.7773,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0001913,Granulocytopenia,0.8020,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0001943,Hypoglycemia,0.8133,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0001988,Recurrent hypoglycemia,0.8249,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0002148,Hypophosphatemia,0.8270,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0002720,Decreased circulating IgA concentration,0.8278,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0002850,Decreased circulating total IgM,0.8337,f
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0002900,Hypokalemia,0.8019,f
