id1,id2,logical,text,inherit,term1,term2,inverse_verified_by_llm
HP:0004349,HP:0009307,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 4th finger,no
HP:0004349,HP:0004234,t,t,t,reduced bone mineral density,bone-in-a-bone appearance of carpal bones,no
HP:0004349,HP:0100919,t,t,t,reduced bone mineral density,sclerosis of 3rd finger phalanx,no
HP:0004349,HP:0100915,t,t,t,reduced bone mineral density,sclerosis of distal finger phalanx,no
HP:0004349,HP:0009399,t,t,t,reduced bone mineral density,ivory epiphyses of the 4th finger,no
HP:0004349,HP:0010199,t,t,t,reduced bone mineral density,patchy sclerosis of middle toe phalanx,no
HP:0004349,HP:0004290,t,t,t,reduced bone mineral density,sclerosis of hand bones with transverse striations,no
HP:0004349,HP:0010739,t,t,t,reduced bone mineral density,osteopoikilosis,no
HP:0004349,HP:0010364,t,t,t,reduced bone mineral density,patchy sclerosis of 3rd toe phalanx,no
HP:0004349,HP:0009840,t,t,t,reduced bone mineral density,patchy sclerosis of distal phalanx of finger,no
HP:0004349,HP:0003933,t,t,t,reduced bone mineral density,sclerosis of humeral diaphysis,no
HP:0004349,HP:0009848,t,t,t,reduced bone mineral density,patchy sclerosis of middle phalanx of finger,no
HP:0004349,HP:0009313,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 4th finger,no
HP:0004349,HP:0100921,t,t,t,reduced bone mineral density,sclerosis of 5th finger phalanx,no
HP:0004349,HP:0003880,t,t,t,reduced bone mineral density,sclerotic foci of the humerus,yes
HP:0004349,HP:0005045,t,t,t,reduced bone mineral density,diaphyseal cortical sclerosis,no
HP:0004349,HP:0031051,t,t,t,reduced bone mineral density,tarsal sclerosis,yes
HP:0004349,HP:0010252,t,t,t,reduced bone mineral density,ivory epiphyses of the distal phalanges of the hand,no
HP:0004349,HP:0500031,t,t,t,reduced bone mineral density,sclerosis of the carpal bones,no
HP:0004349,HP:0003881,t,t,t,reduced bone mineral density,humeral sclerosis,no
HP:0004349,HP:0005652,t,t,t,reduced bone mineral density,cortical sclerosis,yes
HP:0004349,HP:0010409,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 2nd toe,no
HP:0004349,HP:0100938,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 5th toe,no
HP:0004349,HP:0100917,t,t,t,reduced bone mineral density,sclerosis of proximal finger phalanx,no
HP:0004349,HP:0100469,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 5th toe,no
HP:0004349,HP:0100918,t,t,t,reduced bone mineral density,sclerosis of 2nd finger phalanx,no
HP:0004349,HP:0009530,t,t,t,reduced bone mineral density,ivory epiphysis of the proximal phalanx of the 2nd finger,no
HP:0004349,HP:0100926,t,t,t,reduced bone mineral density,sclerosis of 2nd toe phalanx,no
HP:0004349,HP:0009416,t,t,t,reduced bone mineral density,ivory epiphyses of the 3rd finger,no
HP:0004349,HP:0009692,t,t,t,reduced bone mineral density,ivory epiphysis of the thumb,no
HP:0002748,HP:0009175,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 5th finger,no
HP:0002748,HP:0006174,t,t,t,rickets,metacarpal diaphyseal endosteal sclerosis,no
HP:0002748,HP:0100930,t,t,t,rickets,sclerosis of hallux phalanx,no
HP:0002748,HP:0009352,t,t,t,rickets,ivory epiphysis of the proximal phalanx of the 3rd finger,no
HP:0002748,HP:0010190,t,t,t,rickets,patchy sclerosis of distal toe phalanx,no
HP:0002748,HP:0005700,t,t,t,rickets,increased bone density with cystic changes,no
HP:0002748,HP:0004281,t,t,t,rickets,irregular sclerosis of hand bones,no
HP:0002748,HP:0008114,t,t,t,rickets,metatarsal diaphyseal endosteal sclerosis,no
HP:0002748,HP:0010090,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the hallux,no
HP:0002748,HP:0100947,t,t,t,rickets,sclerosis of middle toe phalanx,no
HP:0002748,HP:0100943,t,t,t,rickets,sclerosis of the proximal phalanx of the hallux,no
HP:0002748,HP:0000250,t,t,t,rickets,dense calvaria,yes
HP:0002748,HP:0100939,t,t,t,rickets,sclerosis of the distal phalanx of the 2nd toe,no
HP:0002748,HP:0100925,t,t,t,rickets,sclerosis of foot bone,no
HP:0002748,HP:0009551,t,t,t,rickets,patchy sclerosis of 2nd finger phalanx,no
HP:0002748,HP:0100468,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 4th toe,no
HP:0002748,HP:0009209,t,t,t,rickets,ivory epiphysis of the middle phalanx of the 5th finger,no
HP:0002748,HP:0009856,t,t,t,rickets,patchy sclerosis of proximal phalanx of finger,no
HP:0002748,HP:0006440,t,t,t,rickets,increased density of long bone diaphyses,yes
HP:0002748,HP:0100903,t,t,t,rickets,sclerosis of the distal phalanx of the 5th finger,no
HP:0002748,HP:0005746,t,t,t,rickets,osteosclerosis of the base of the skull,no
HP:0002748,HP:0010031,t,t,t,rickets,patchy sclerosis of the 1st metacarpal,no
HP:0002748,HP:0100462,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 4th toe,no
HP:0002748,HP:0100936,t,t,t,rickets,sclerosis of the middle phalanx of the 3rd toe,no
HP:0002748,HP:0010081,t,t,t,rickets,patchy sclerosis of the distal phalanx of the hallux,no
HP:0002748,HP:0010274,t,t,t,rickets,ivory epiphyses of the proximal phalanges of the hand,no
HP:0002748,HP:0100912,t,t,t,rickets,sclerosis of the distal phalanx of the thumb,no
HP:0002748,HP:0100905,t,t,t,rickets,sclerosis of the middle phalanx of the 3rd finger,no
HP:0002748,HP:0003034,t,t,t,rickets,diaphyseal sclerosis,yes
HP:0002748,HP:0100911,t,t,t,rickets,sclerosis of the proximal phalanx of the 5th finger,no
HP:0002748,HP:0100920,t,t,t,rickets,sclerosis of 4th finger phalanx,no
HP:0002748,HP:0100922,t,t,t,rickets,sclerosis of thumb phalanx,no
HP:0002748,HP:0100914,t,t,t,rickets,sclerosis of the 1st metacarpal,no
HP:0002748,HP:0009646,t,t,t,rickets,patchy sclerosis of the distal phalanx of the thumb,no
HP:0002748,HP:0009519,t,t,t,rickets,ivory epiphysis of the middle phalanx of the 2nd finger,no
HP:0002748,HP:0100900,t,t,t,rickets,sclerosis of the distal phalanx of the 2nd finger,no
HP:0002748,HP:0010400,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 2nd toe,no
HP:0002748,HP:0004286,t,t,t,rickets,patchy sclerosis of hand bones,no
HP:0002748,HP:0100904,t,t,t,rickets,sclerosis of the middle phalanx of the 2nd finger,no
HP:0002748,HP:0004240,t,t,t,rickets,sclerotic foci within carpal bones,no
HP:0002748,HP:0100945,t,t,t,rickets,sclerosis of the 1st metatarsal,no
HP:0002748,HP:0004330,t,t,t,rickets,increased skull ossification,yes
HP:0002748,HP:0009573,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 2nd finger,no
HP:0002748,HP:0005477,t,t,t,rickets,progressive sclerosis of skull base,no
HP:0002748,HP:0009772,t,t,t,rickets,patchy sclerosis of finger phalanx,no
HP:0002748,HP:0100467,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 3rd toe,no
HP:0002748,HP:0009327,t,t,t,rickets,ivory epiphysis of the middle phalanx of the 3rd finger,no
HP:0002748,HP:0004223,t,t,t,rickets,ivory epiphysis of the distal phalanx of the 5th finger,no
HP:0002748,HP:0009243,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 5th finger,no
HP:0002748,HP:0010063,t,t,t,rickets,patchy sclerosis of hallux phalanx,no
HP:0002748,HP:0100908,t,t,t,rickets,sclerosis of the proximal phalanx of the 2nd finger,no
HP:0002748,HP:0009256,t,t,t,rickets,ivory epiphysis of the distal phalanx of the 4th finger,no
HP:0002748,HP:0009585,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 2nd finger,no
HP:0002748,HP:0100924,t,t,t,rickets,sclerosis of toe phalanx,no
HP:0002748,HP:0009454,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 3rd finger,no
HP:0002748,HP:0005450,t,t,t,rickets,calvarial osteosclerosis,no
HP:0002748,HP:0100906,t,t,t,rickets,sclerosis of the middle phalanx of the 4th finger,no
HP:0002748,HP:0100948,t,t,t,rickets,sclerosis of distal toe phalanx,no
HP:0002748,HP:0100913,t,t,t,rickets,sclerosis of the proximal phalanx of the thumb,no
HP:0002748,HP:0009304,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 4th finger,no
HP:0002748,HP:0001474,t,t,t,rickets,sclerotic scapulae,no
HP:0002748,HP:0009388,t,t,t,rickets,ivory epiphyses of the 5th finger,no
HP:0002748,HP:0100463,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 5th toe,no
HP:0002748,HP:0100901,t,t,t,rickets,sclerosis of the distal phalanx of the 3rd finger,no
HP:0002748,HP:0004563,t,t,t,rickets,increased spinal bone density,yes
HP:0002748,HP:0100909,t,t,t,rickets,sclerosis of the proximal phalanx of the 3rd finger,no
HP:0002748,HP:0100916,t,t,t,rickets,sclerosis of middle finger phalanx,no
HP:0002748,HP:0010263,t,t,t,rickets,ivory epiphyses of the middle phalanges of the hand,no
HP:0002748,HP:0009444,t,t,t,rickets,patchy sclerosis of 3rd finger phalanx,no
HP:0002748,HP:0006392,t,t,t,rickets,increased density of long bones,yes
HP:0002748,HP:0011001,t,t,t,rickets,increased bone mineral density,yes
HP:0002748,HP:6000708,t,t,t,rickets,femoral osteosclerosis,yes
HP:0002748,HP:0004289,t,t,t,rickets,sclerotic foci in hand bones,no
HP:0002748,HP:0003991,t,t,t,rickets,osteosclerosis of the ulna,no
HP:0002748,HP:0100929,t,t,t,rickets,sclerosis of 5th toe phalanx,no
HP:0002748,HP:0100464,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 3rd toe,no
HP:0002748,HP:0100466,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 5th toe,no
HP:0002748,HP:0100928,t,t,t,rickets,sclerosis of 4th toe phalanx,no
HP:0002748,HP:0009562,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 2nd finger,no
HP:0002748,HP:0009220,t,t,t,rickets,ivory epiphysis of the middle phalanx of the 4th finger,no
HP:0002748,HP:0009670,t,t,t,rickets,ivory epiphysis of the proximal phalanx of the thumb,no
HP:0002748,HP:0100940,t,t,t,rickets,sclerosis of the distal phalanx of the 3rd toe,no
HP:0002748,HP:0009157,t,t,t,rickets,ivory epiphysis of the proximal phalanx of the 5th finger,no
HP:0002748,HP:0010072,t,t,t,rickets,patchy sclerosis of the 1st metatarsal,no
HP:0002748,HP:0009494,t,t,t,rickets,ivory epiphyses of the 2nd finger,no
HP:0002748,HP:0010418,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 2nd toe,no
HP:0002748,HP:0009425,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 3rd finger,no
HP:0002748,HP:0100944,t,t,t,rickets,sclerosis of the distal phalanx of the hallux,no
HP:0002748,HP:0100927,t,t,t,rickets,sclerosis of 3rd toe phalanx,no
HP:0002748,HP:0009508,t,t,t,rickets,ivory epiphysis of the distal phalanx of the 2nd finger,no
HP:0002748,HP:0008131,t,t,t,rickets,tarsal stippling,no
HP:0002748,HP:0100461,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 3rd toe,no
HP:0002748,HP:0100899,t,t,t,rickets,sclerosis of finger phalanx,no
HP:0002748,HP:0003860,t,t,t,rickets,diaphyseal sclerosis of the upper limbs,no
HP:0002748,HP:0100942,t,t,t,rickets,sclerosis of the distal phalanx of the 5th toe,no
HP:0002748,HP:0010178,t,t,t,rickets,patchy sclerosis of toe phalanx,no
HP:0002748,HP:0009341,t,t,t,rickets,ivory epiphysis of the distal phalanx of the 3rd finger,no
HP:0002748,HP:0010388,t,t,t,rickets,patchy sclerosis of 5th toe phalanx,no
HP:0002748,HP:0009681,t,t,t,rickets,ivory epiphysis of the distal phalanx of the thumb,no
HP:0002748,HP:0009634,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the thumb,no
HP:0002748,HP:0010234,t,t,t,rickets,ivory epiphyses of the phalanges of the hand,no
HP:0002748,HP:0010376,t,t,t,rickets,patchy sclerosis of 4th toe phalanx,no
HP:0002748,HP:0009267,t,t,t,rickets,ivory epiphysis of the proximal phalanx of the 4th finger,no
HP:0002748,HP:0009434,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 3rd finger,no
HP:0002748,HP:0100941,t,t,t,rickets,sclerosis of the distal phalanx of the 4th toe,no
HP:0002748,HP:0100465,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 4th toe,no
HP:0002748,HP:0100902,t,t,t,rickets,sclerosis of the distal phalanx of the 4th finger,no
HP:0002748,HP:0010352,t,t,t,rickets,patchy sclerosis of 2nd toe phalanx,no
HP:0002748,HP:0004054,t,t,t,rickets,sclerosis of hand bone,no
HP:0002748,HP:0009231,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 5th finger,no
HP:0002748,HP:0010021,t,t,t,rickets,ivory epiphysis of the 1st metacarpal,no
HP:0002748,HP:0004241,t,t,t,rickets,stippled calcification in carpal bones,no
HP:0002748,HP:0009406,t,t,t,rickets,patchy sclerosis of 4th finger phalanx,no
HP:0002748,HP:0010208,t,t,t,rickets,patchy sclerosis of proximal toe phalanx,no
HP:0002748,HP:0100923,t,t,t,rickets,clavicular sclerosis,no
HP:0002748,HP:0002694,t,t,t,rickets,sclerosis of skull base,no
HP:0002748,HP:0100946,t,t,t,rickets,sclerosis of proximal toe phalanx,no
HP:0002748,HP:0100907,t,t,t,rickets,sclerosis of the middle phalanx of the 5th finger,no
HP:0002748,HP:0100931,t,t,t,rickets,sclerosis of the proximal phalanx of the 2nd toe,no
HP:0002748,HP:0100932,t,t,t,rickets,sclerosis of the proximal phalanx of the 3rd toe,no
HP:0002748,HP:0005686,t,t,t,rickets,patchy osteosclerosis,no
HP:0002748,HP:0100933,t,t,t,rickets,sclerosis of the proximal phalanx of the 4th toe,no
HP:0002748,HP:0009377,t,t,t,rickets,patchy sclerosis of 5th finger phalanx,no
HP:0002748,HP:0009655,t,t,t,rickets,patchy sclerosis of thumb phalanx,no
HP:0002748,HP:0100934,t,t,t,rickets,sclerosis of the proximal phalanx of the 5th toe,no
HP:0002748,HP:0100935,t,t,t,rickets,sclerosis of the middle phalanx of the 2nd toe,no
HP:0002748,HP:0009191,t,t,t,rickets,ivory epiphyses of the metacarpals,no
HP:0002748,HP:0100910,t,t,t,rickets,sclerosis of the proximal phalanx of the 4th finger,no
HP:0002748,HP:0005464,t,t,t,rickets,craniofacial osteosclerosis,yes
HP:0002748,HP:0100937,t,t,t,rickets,sclerosis of the middle phalanx of the 4th toe,no
HP:0002748,HP:0009307,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 4th finger,no
HP:0002748,HP:0004234,t,t,t,rickets,bone-in-a-bone appearance of carpal bones,no
HP:0002748,HP:0100919,t,t,t,rickets,sclerosis of 3rd finger phalanx,no
HP:0002748,HP:0100915,t,t,t,rickets,sclerosis of distal finger phalanx,no
HP:0002748,HP:0009399,t,t,t,rickets,ivory epiphyses of the 4th finger,no
HP:0002748,HP:0010199,t,t,t,rickets,patchy sclerosis of middle toe phalanx,no
HP:0002748,HP:0004290,t,t,t,rickets,sclerosis of hand bones with transverse striations,no
HP:0002748,HP:0005789,t,t,t,rickets,generalized osteosclerosis,yes
HP:0002748,HP:0010739,t,t,t,rickets,osteopoikilosis,no
HP:0002748,HP:0010364,t,t,t,rickets,patchy sclerosis of 3rd toe phalanx,no
HP:0002748,HP:0009840,t,t,t,rickets,patchy sclerosis of distal phalanx of finger,no
HP:0002748,HP:0003933,t,t,t,rickets,sclerosis of humeral diaphysis,no
HP:0002748,HP:0009848,t,t,t,rickets,patchy sclerosis of middle phalanx of finger,no
HP:0002748,HP:0009313,t,t,t,rickets,patchy sclerosis of the proximal phalanx of the 4th finger,no
HP:0002748,HP:0100921,t,t,t,rickets,sclerosis of 5th finger phalanx,no
HP:0002748,HP:0003880,t,t,t,rickets,sclerotic foci of the humerus,no
HP:0002748,HP:0005045,t,t,t,rickets,diaphyseal cortical sclerosis,yes
HP:0002748,HP:0031051,t,t,t,rickets,tarsal sclerosis,no
HP:0002748,HP:0010252,t,t,t,rickets,ivory epiphyses of the distal phalanges of the hand,no
HP:0002748,HP:0500031,t,t,t,rickets,sclerosis of the carpal bones,no
HP:0002748,HP:0003881,t,t,t,rickets,humeral sclerosis,no
HP:0002748,HP:0005652,t,t,t,rickets,cortical sclerosis,no
HP:0002748,HP:0010409,t,t,t,rickets,patchy sclerosis of the middle phalanx of the 2nd toe,no
HP:0002748,HP:0100938,t,t,t,rickets,sclerosis of the middle phalanx of the 5th toe,no
HP:0002748,HP:0100917,t,t,t,rickets,sclerosis of proximal finger phalanx,no
HP:0002748,HP:0100469,t,t,t,rickets,patchy sclerosis of the distal phalanx of the 5th toe,no
HP:0002748,HP:0100918,t,t,t,rickets,sclerosis of 2nd finger phalanx,no
HP:0002748,HP:0009530,t,t,t,rickets,ivory epiphysis of the proximal phalanx of the 2nd finger,no
HP:0002748,HP:0100926,t,t,t,rickets,sclerosis of 2nd toe phalanx,no
HP:0002748,HP:0009416,t,t,t,rickets,ivory epiphyses of the 3rd finger,no
HP:0002748,HP:0009692,t,t,t,rickets,ivory epiphysis of the thumb,no
HP:0004912,HP:0009175,t,t,t,hypophosphatemic rickets,patchy sclerosis of the middle phalanx of the 5th finger,no
HP:0004912,HP:0006174,t,t,t,hypophosphatemic rickets,metacarpal diaphyseal endosteal sclerosis,no
HP:0004912,HP:0100930,t,t,t,hypophosphatemic rickets,sclerosis of hallux phalanx,no
HP:0004912,HP:0009352,t,t,t,hypophosphatemic rickets,ivory epiphysis of the proximal phalanx of the 3rd finger,no
HP:0004912,HP:0010190,t,t,t,hypophosphatemic rickets,patchy sclerosis of distal toe phalanx,no
HP:0004912,HP:0005700,t,t,t,hypophosphatemic rickets,increased bone density with cystic changes,no
HP:0004912,HP:0004281,t,t,t,hypophosphatemic rickets,irregular sclerosis of hand bones,no
HP:0004912,HP:0008114,t,t,t,hypophosphatemic rickets,metatarsal diaphyseal endosteal sclerosis,no
HP:0004912,HP:0010090,t,t,t,hypophosphatemic rickets,patchy sclerosis of the proximal phalanx of the hallux,no
HP:0004912,HP:0100947,t,t,t,hypophosphatemic rickets,sclerosis of middle toe phalanx,no
HP:0004912,HP:0100943,t,t,t,hypophosphatemic rickets,sclerosis of the proximal phalanx of the hallux,no
HP:0004912,HP:0000250,t,t,t,hypophosphatemic rickets,dense calvaria,no
HP:0004912,HP:0100939,t,t,t,hypophosphatemic rickets,sclerosis of the distal phalanx of the 2nd toe,no
HP:0004912,HP:0100925,t,t,t,hypophosphatemic rickets,sclerosis of foot bone,no
HP:0004912,HP:0009551,t,t,t,hypophosphatemic rickets,patchy sclerosis of 2nd finger phalanx,no
HP:0004912,HP:0100468,t,t,t,hypophosphatemic rickets,patchy sclerosis of the distal phalanx of the 4th toe,no
HP:0004912,HP:0009209,t,t,t,hypophosphatemic rickets,ivory epiphysis of the middle phalanx of the 5th finger,no
HP:0004912,HP:0009856,t,t,t,hypophosphatemic rickets,patchy sclerosis of proximal phalanx of finger,no
HP:0004912,HP:0006440,t,t,t,hypophosphatemic rickets,increased density of long bone diaphyses,yes
HP:0004912,HP:0100903,t,t,t,hypophosphatemic rickets,sclerosis of the distal phalanx of the 5th finger,no
